Ref,Campus ID,Preferred ,Last,Suffix,Sex,Hispanic,Hispanic Origin,Race,Primary Ethnicity,Phone ,Street,City,State,Zip,Country,App Center,Standing,First Gen,Legacy,Faculty Child,Tuition Remission,Submitted Date,Admit Flag,Non Admit Flag,Cancel Flag,Complete Date,Admit Date,Deny Date,Cancel Date,Deposit Date,Entry Term App,Applied to College,Admitted to College,Admitted to Major,Current Bin Name,Admit Reason,Deny Reason,Cancel Reason,School,CEEB,School City,School State,MU Feeder,Test Optional,Raw GPA,Recalc GPA,GPA Scale,GPA Type,Rigor,Essay,ACT Equivalent,Blue and Gold,Category,Cristo Rey,Jesuit,Organization Flag,Type,Staff Assigned,Physical Therapy Status,Athletic Training Status,Sport,FACHEX,Tuition Exchange,Honors,EOP,Twin,Campus Visit,Undocumented,Merit Award,ONE Created Date,ONE Submitted Date
410837542,006259932,,,,F,No,,White,White,,,,WI,53032-1141,United States,UGRD,Freshman,Yes,,None,,10/13/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered TOPT FRE,,,,Horicon High School,500910,Horicon,WI,,Yes,,,,,,,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
056129109,006261742,,,,F,No,,White,White,,,,WI,53150-7342,United States,UGRD,Freshman,Yes,,None,,10/22/2022,,,,10/26/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Health Sciences,,,,Muskego High School,501607,Muskego,WI,Y,No,2.66,2.45,4,Unweighted,,,23,Former Blue,High School,,,,Public,,,,,,,,,No,,,,,
372005169,006256422,,,,M,No,,White,White,,,,PA,18944-2604,United States,UGRD,Freshman,No,,None,,8/1/2022,,,,8/17/2022,,,,,2023 August (Fall Semester),Education,Education,,Education,,,,Christopher Dock Mennonite HS,392149,Lansdale,PA,,Yes,3.79,3.7,4,Weighted,,,,,High School,,,,Religious NOT Catholic,,,,,,,,,No,,,,,
897309716,006266137,,,,F,Yes,,,Hispanic,,,,MN,55407,United States,UGRD,Freshman,Yes,,None,,11/1/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,Cristo Rey Jesuit High School,241693,Minneapolis,MN,Y,Yes,,,,,,,,,High School,"Yes, is in Cristo Rey Network","Yes, is a Jesuit School",,Catholic,,,,,,,,,No,,,,,
224798672,006262308,,,,M,Yes,,,Hispanic,,,,MN,55408-3328,United States,UGRD,Freshman,No,,None,,10/24/2022,,,,,,,,,2023 August (Fall Semester),Nursing,Nursing,,To Be Entered TOPT FRE,,,,De La Salle High School,241600,Minneapolis,MN,,Yes,,,,,,,,,High School,,,,Catholic,,,,,,,,,No,,,,,
897731840,006261917,,,,M,No,,White,White,,,,IL,60203-1117,United States,UGRD,Freshman,No,,None,,10/23/2022,,,,10/24/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Admit FRE,,,,Evanston Township High School,141860,Evanston,IL,,Yes,3.55,3.55,4,Unweighted,4,3,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
991399784,006257936,,,,M,No,,White,White,,,,IL,60517-2815,United States,UGRD,Freshman,Yes,,None,,9/25/2022,,,,9/27/2022,,,,,2023 August (Fall Semester),Health Sciences,Health Sciences,,Admit FRE,,,,Downers Grove South High School,141631,Downers Grove,IL,,Yes,3.71,3.71,4,Unweighted,5,4,,,High School,,,,Public,,,,,,,,,No,Yes,,,,
856281255,006259427,,,,M,No,,White,White,,,,WI,53185-3544,United States,UGRD,Freshman,Yes,Sister,None,,10/10/2022,,,,10/12/2022,,,,,2023 August (Fall Semester),Business Administration,Business Administration,,Maybe?,,,,Waterford Union High School,502370,Waterford,WI,,No,3.34,3.34,4,Unweighted,3,2,24,,High School,,,,Public,,,,,,,,,No,Yes,,,,
070196421,006260461,,,,M,Yes,,,Hispanic,,,,NE,68107-3506,United States,UGRD,Freshman,Yes,,None,,10/16/2022,,,,10/19/2022,,,,,2023 August (Fall Semester),Nursing,Nursing,,Nursing,,,,Duchesne Academy of the Sacred Heart,281685,Omaha,NE,Y,Yes,4.06,3.98,4,Weighted,,,,Gold,High School,,,,Catholic,,,,,,,,,No,,,,,
130130054,006262932,,,,M,No,,White,White,,,,MN,55105-1206,United States,UGRD,Freshman,No,,None,,10/26/2022,,,,10/28/2022,,,,,2023 August (Fall Semester),Engineering,Engineering,,Engineering,,,,Cretin-Derham Hall,242245,Saint Paul,MN,Y,No,4.12,3.87,4,Weighted,,,30,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
237786309,006265266,,,,F,No,,White,White,,,,IL,60098-3707,United States,UGRD,Freshman,Yes,,None,,10/31/2022,,,,,,,,,2023 August (Fall Semester),Arts and Sciences,Arts and Sciences,,To Be Entered FRE,,,,Marian Central Catholic High School,144475,Woodstock,IL,Y,No,,,,,,,,Gold,High School,,,,Catholic,,,,,,,,,No,Yes,,,,
129119396,006260978,,,,F,No,,White,White,,,,PA,17257-1635,United States,UGRD,Freshman,No,,None,,10/18/2022,,,,,,,,,2023 August (Fall Semester),Communication,Communication,,App Received FRE,,,,Trinity High School,394567,Camp Hill,PA,,Yes,,,,,,,,,High School,,,,Catholic,,,,,,Eligible,,,No,Yes,,,,
